,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,NG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-03-16,859448,98605,285588,345251,190652,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.3470001220703125,-0.17988173804581545,154599,1.4098884395007847,-186983,-1.4548923597641512,0.022448092285357612,0.06190117987573954,-0.03742242684783381,-0.04991948505537325,-0.15546941634848224
2010-03-23,831206,108828,294801,342505,188492,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.130000114440918,-0.18528860475020634,154013,-0.06818329904776088,-185973,0.11751729016764248,0.009239223573767837,0.04815313072152893,-0.04991948505537325,-0.038014542493809644,-0.15680208434043655
2010-03-30,815340,109142,286999,338523,190533,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.973000049591065,-0.18150710133195969,147990,-0.7246097838562282,-177857,0.9764125860496676,0.01138442811347003,0.02048765464821869,-0.038014542493809644,0.030959009167683238,-0.15814203902227972
2010-04-06,844832,113721,299313,356993,198883,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.0960001945495605,-0.1871496344835423,158110,1.2411999901881423,-185592,-0.9486839845953835,0.048248170455281396,0.04089978064759802,0.030959009167683238,0.01562491450750203,-0.15923523744234985
2010-04-13,868368,107939,303251,365803,197264,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.159999847412109,-0.1940870690767048,168539,1.2344466118707627,-195312,-1.1505246013408583,0.018521774495752725,0.02363870716700309,0.01562491450750203,-0.04447114172242772,-0.1604836664108498
2010-04-20,879380,105630,310785,375529,196096,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.974999904632568,-0.20404489526712002,179433,1.2545372468815064,-205155,-1.1335056105245702,0.01905794883008966,0.023637477036129822,-0.04447114172242772,0.06062897641713327,-0.1620581674579199
2010-04-27,823549,109659,293531,352921,198283,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.216000080108643,-0.18777024803624315,154638,-2.8196001728490527,-183872,2.420227887830062,0.04498334554901633,0.052786527443636995,0.06062897641713327,-0.048149920495096254,-0.16315942361292957
2010-05-04,861875,105032,308407,376968,200779,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.013000011444092,-0.20442523567802756,176189,2.6168448993320372,-203375,-2.368165100072977,0.04594225500089139,0.047172617967825965,-0.048149920495096254,0.02940444310517587,-0.16442858181797412
2010-05-11,868994,100256,291911,388338,226093,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.13100004196167,-0.18670439611780978,162245,-1.6178680203045686,-191655,1.3598259608411893,0.05970401884019524,0.05424219783918586,0.02940444310517587,0.05107721218214456,-0.16532680058547322
2010-05-18,874072,101733,285928,377363,222789,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.3420000076293945,-0.17684355522199544,154574,-0.8827448751084587,-184195,0.8584639249523012,0.023792305949159546,0.019243617490539416,0.05107721218214456,-0.06701978094483163,-0.16624640864185045
2010-05-25,840409,96495,276207,370414,215833,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.051000118255615,-0.18393544095791453,154581,0.000800849357947629,-179712,0.5128868102398887,0.02371867148147453,0.04013662389791308,-0.06701978094483163,0.048629973081242506,-0.16720018011577575
2010-06-01,842011,96865,271113,357228,211135,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.248000144958496,-0.17350485920017672,146093,-1.0099844242505733,-174248,0.6501596246589458,0.03146580618372413,0.014848713781802173,0.048629973081242506,0.13182672402781015,-0.16816428900392813
2010-06-08,828729,114306,269056,343972,223694,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.808000087738037,-0.14513550267940425,120278,-3.0658744363197155,-154750,2.3156467077033436,0.04547568464554862,0.05086054434190139,0.13182672402781015,0.07924293573399543,-0.16828107641683915
2010-06-15,832563,112291,262566,347788,235750,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.189000129699707,-0.134569996504769,112038,-0.9942936713931816,-150275,0.5399835169277291,0.027199599683311114,0.022688651939272844,0.07924293573399543,-0.08344576544905491,-0.16833858524099957
2010-06-22,825786,98166,259454,352858,234000,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.75600004196167,-0.1439331739700116,118858,0.8191572289424344,-161288,-1.3227827804022037,0.011621209900861879,0.04819920586096974,-0.08344576544905491,-0.043734268559778355,-0.16830499112581515
2010-06-29,759921,99879,256634,349193,229909,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.547999858856201,-0.15696894808802495,119284,0.0515872150896237,-156755,0.5489315633832494,0.013393150084095721,0.012714823863365431,-0.043734268559778355,0.02946356761646518,-0.16834898049954194
2010-07-06,783430,103587,249868,364073,252728,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.682000160217285,-0.14212501435993005,111345,-1.04471385841423,-146281,1.3783011655158892,0.061120199221466893,0.02963319234414565,0.02946356761646518,-0.07005554409236259,-0.16804312661759813
2010-07-13,800607,109795,265762,372523,249140,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.354000091552734,-0.15411181765835172,123383,1.536576337388152,-155967,-1.2363580664513742,0.019364189279400576,0.058851252938967986,-0.07005554409236259,0.05420304457343117,-0.1678584664910759
2010-07-20,785515,99975,255955,349302,225601,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.590000152587891,-0.157477578403977,123701,0.03971986255428693,-155980,-0.001623767966055755,0.08133546006891597,0.05514286517011772,0.05420304457343117,0.01851852621378436,-0.16801494559100988
2010-07-27,764029,98865,252968,339068,215090,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.675000190734863,-0.1622687096955744,123978,0.035263489557806026,-154103,0.23895151588448343,0.03743517191847812,0.011644729175489508,0.01851852621378436,-0.007700588299732414,-0.1681336013301434
2010-08-03,779372,103833,254114,332363,217164,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.638999938964844,-0.14781003166652126,115199,-1.1490401542349833,-150281,0.5002427918312001,0.015975557160976622,0.01708074100355639,-0.007700588299732414,-0.07372278769758056,-0.16784334463015035
2010-08-10,842038,119709,276191,359218,235459,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.296999931335449,-0.14697555217222977,123759,1.0983201859959044,-156482,-0.7956405926823136,0.07592356859269822,0.0958651174539025,-0.07372278769758056,-0.006981553048772793,-0.16756719418780422
2010-08-17,828693,111281,271993,359432,232040,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.267000198364258,-0.15372641014223604,127392,0.4314532123253345,-160712,-0.5023526254159552,0.006142302594205643,0.03294249022892239,-0.006981553048772793,-0.05343336147942657,-0.16773031270010333
2010-08-24,828565,112931,276127,361105,230034,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.039000034332275,-0.15819036527007538,131071,0.4439521028897312,-163196,-0.29974912301660567,0.006223578549207547,0.014866677976034422,-0.05343336147942657,-0.05521169786965119,-0.16754484379565399
2010-08-31,816477,113993,277699,357416,227682,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.815999984741211,-0.1588948617046163,129734,-0.1613633209223175,-163706,-0.06155220169811662,0.01032476610755805,0.006724671425507797,-0.05521169786965119,0.009433965800679012,-0.16710151861942388
2010-09-07,827657,111346,284955,377675,236886,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.8519999980926514,-0.17010549055949506,140789,1.3539879261755077,-173609,-1.2128939333257398,0.04794153875693381,0.024988581911224043,0.009433965800679012,0.02959503688277243,-0.16691816100425833
2010-09-14,821716,113299,291929,379861,234667,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.9660000801086426,-0.17669608477868265,145194,0.5322253058936249,-178630,-0.6066522726201796,0.00716810299937513,0.022029573474685857,0.02959503688277243,-0.01185077377828514,-0.16688799144611094
2010-09-21,817004,107926,291039,385137,236386,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.9189999103546143,-0.1820688760397746,148751,0.4328746184813244,-183113,-0.545565621212195,0.011254611655562224,0.01569811888260875,-0.01185077377828514,-0.02092370988564718,-0.16692452857492637
2010-09-28,774120,110643,294446,381679,229266,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.836999893188477,-0.1968854957887666,152413,0.44822301971593775,-183803,-0.08445491086946944,0.017314160849176276,0.015117665500667754,-0.02092370988564718,-0.024498270859420468,-0.16736932821036413
2010-10-05,791682,129590,299848,377180,240423,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.743000030517578,-0.17274233846418133,136757,-2.02242546375239,-170258,1.7497287242288015,0.025349617796545678,0.05669968656709467,-0.024498270859420468,-0.030456874455389027,-0.16761980174449126
2010-10-12,794669,125003,300244,389703,243232,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.628999948501587,-0.18431699235782445,146471,1.2270078137433968,-175241,-0.6294193880876413,0.02422365645761413,0.011717895717077369,-0.030456874455389027,-0.031964711684658864,-0.1682708346650107
2010-10-19,807824,115245,289119,389537,250169,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.513000011444092,-0.17252272772287033,139368,-0.8938312681128873,-173874,0.1720213069844174,0.011103538187855045,0.05164406326972727,-0.031964711684658864,-0.04526043819339387,-0.16882274715754478
2010-10-26,808541,114902,280646,386318,249621,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.3540000915527344,-0.1690662563803196,136697,-0.33064132781397926,-165744,1.0064073362514607,0.005923524111589319,0.022288066176544944,-0.04526043819339387,0.15384608822937307,-0.16922988671186737
2010-11-02,796717,104781,263397,376972,248599,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.869999885559082,-0.16112747688325968,128373,-1.0295087076598466,-158616,0.8815879466842126,0.016573658305771847,0.07433904252834227,0.15384608822937307,0.08785533918401445,-0.16916293353447154
2010-11-09,815270,110796,274078,383773,255904,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.210000038146973,-0.15684251842947736,127869,-0.06325960159002507,-163282,-0.5856533750378115,0.022051754244720383,0.043380430998196814,0.08785533918401445,-0.09311162859709077,-0.168585293219684
2010-11-16,781273,114981,282731,366005,234793,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.818000078201294,-0.16794641565752305,131212,0.41004820488917787,-167750,-0.5480392998638488,0.06471226601952736,0.03227963953815827,-0.09311162859709077,0.11681504757162431,-0.16833752347019837
2010-11-23,749109,115307,282315,353577,225971,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.263999938964844,-0.1703437016508946,127606,-0.46155441183811546,-167008,0.09497320398887456,0.03666650562162237,0.001866093928404364,0.11681504757162431,-0.01969983860895952,-0.16812986752454812
2010-11-30,758702,122410,292489,350424,218468,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.179999828338623,-0.1739233585782033,131956,0.5806898595531492,-170079,-0.4099536916523497,0.01873114756403676,0.041641459728753265,-0.01969983860895952,0.05095701107505679,-0.16798341702513306
2010-12-07,760786,117753,293654,343599,209312,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.39300012588501,-0.17651087165116078,134287,0.30723525178528593,-175901,-0.7673632071617051,0.028903385897549514,0.01415143641211744,0.05095701107505679,-0.03141361427033662,-0.16794168256331687
2010-12-14,785382,128700,311752,343373,209335,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.255000114440918,-0.17066599438235153,134038,-0.03272930889895451,-183052,-0.939948947535838,0.00045050912959465037,0.06594362155240525,-0.03141361427033662,-0.046063476829749095,-0.16834450760859823
2010-12-21,784807,134315,336411,338745,179315,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.059000015258789,-0.20314548672476163,159430,3.233076388305309,-202096,-2.4248072912289818,0.06688028413697256,0.06431342224563759,-0.046063476829749095,0.03867949353526767,-0.1691507913708975
2010-12-28,760034,130203,329827,331238,171470,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.216000080108643,-0.21021164842625462,159768,0.04306791351249416,-199624,0.31498190000853715,0.030538602926549807,0.023250657565810927,0.03867949353526767,0.10744783208184328,-0.17017104053930227
2011-01-04,767021,129330,309338,330084,196378,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.669000148773193,-0.17431856494150746,133706,-3.4290571211287917,-180008,2.5809371686003524,0.04950404777552796,0.048697420372582456,0.10744783208184328,-0.040265623514352034,-0.1703408779380594
2011-01-11,817792,138192,337227,367712,214527,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.480999946594238,-0.18731535647206135,153185,2.53956540955202,-199035,-2.480636123391667,0.09579743026489122,0.07730233751701131,-0.040265623514352034,-0.012497156109528063,-0.17073916136551556
2011-01-18,852133,138674,360237,387972,212942,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.425000190734863,-0.20540220834071676,175030,2.6712171310064172,-221563,-2.7547347002660825,0.036352955664204864,0.04708655451573527,-0.012497156109528063,0.010847425262648258,-0.17145794881364534
2011-01-25,836565,135290,345813,365949,203986,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.4730000495910645,-0.19360480058333782,161963,-1.5334460700383625,-210523,1.2955724047771886,0.054355321220840976,0.037014942746147916,0.010847425262648258,-0.028168997568482346,-0.1720937768664012
2011-02-01,831568,139589,358721,365181,192200,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.3470001220703125,-0.208017865045312,172981,1.317052470519326,-219132,-1.0290891921129859,0.022523193291482845,0.03453071381268688,-0.028168997568482346,-0.0706234533232708,-0.17306787869654483
2011-02-08,898069,143752,369006,390365,205217,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.039999961853027,-0.20616233273835308,185148,1.4631395147480422,-225254,-0.7361995651588324,0.06414062211416732,0.028177034780539748,-0.0706234533232708,-0.01584155739738502,-0.17413786109352744
2011-02-15,944994,136316,383152,422680,214044,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.9760000705718994,-0.22078023775812333,208636,2.6153892406930868,-246836,-2.4031561049318038,0.06461512366425641,0.04154635126706554,-0.01584155739738502,-0.027414478279774057,-0.1754181653577724
2011-02-22,960208,137154,394437,429669,205831,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.867000102996826,-0.23311407528368852,223838,1.6086874625658998,-257283,-1.1055096646116271,0.0239213217938631,0.022805126497626935,-0.027414478279774057,0.0015515395353729033,-0.1767182269462439
2011-03-01,982208,141913,401744,431574,202664,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.872999906539917,-0.23305654199517822,228910,0.5282188859080532,-259831,-0.2653591721793611,0.007996997972369994,0.022194140790976664,0.0015515395353729033,-0.0023237347640335804,-0.17790984730555534
2011-03-08,956442,132981,387495,440064,215092,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.864000082015991,-0.23521760859518925,224972,-0.4009334071805565,-254514,0.5413313676940119,0.03192827357148526,0.04453807668365112,-0.0023237347640335804,0.01992751063427667,-0.17922003974447126
2011-03-15,918567,130767,382918,425349,209561,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.940999984741211,-0.23491808436401482,215788,-0.9602255024350667,-252151,0.2470615050363744,0.03188798412373407,0.013220164108354342,0.01992751063427667,0.0794215182417739,-0.18027843101982127
2011-03-22,897569,126867,364494,406646,213924,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.254000186920166,-0.21471552604869376,192722,-2.5110852011883726,-237627,1.581158478369025,0.03716905425657057,0.04543299122233958,0.0794215182417739,-0.0032911178154267917,-0.18084433335248445
2011-03-29,873477,132168,333181,387553,229426,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.239999771118164,-0.18103166998100695,158127,-3.854299780852503,-201013,4.079240704614353,0.056071600492075095,0.07868073209569591,-0.0032911178154267917,-0.0021226002381486975,-0.18083519044188925
2011-04-05,906245,130282,330652,385850,235403,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.230999946594238,-0.16601139868357895,150447,-0.8792446738723515,-200370,0.07361384444009401,0.012362113341907403,0.009578377815479006,-0.0021226002381486975,-0.031434625072551126,-0.18042868590727457
2011-04-12,950482,136791,347240,404588,237000,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.0980000495910645,-0.17631896237908767,167588,1.8914311251372422,-210449,-1.1121716533608461,0.03169479479042626,0.047718018060826685,-0.031434625072551126,0.040019529611435845,-0.18008699154770502
2011-04-19,978580,134130,346262,406179,236330,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.26200008392334,-0.17356680087473686,169849,0.23787930755132658,-212132,-0.1770680559968521,0.0035190168542386176,0.007575063697979983,0.040019529611435845,0.02932895296541904,-0.17950087434785147
2011-04-26,930153,121021,323198,392554,235241,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.38700008392334,-0.1691259394959754,157313,-1.2810398741032925,-202177,1.0172903595005007,0.023437587110442103,0.08143055564935313,0.02932895296541904,0.0645087729557361,-0.17914232995284635
2011-05-03,1003421,167465,355265,398527,259600,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.670000076293945,-0.138453351085935,138927,-1.9766640541932348,-187800,1.5456596925452049,0.04608836896222158,0.15019417289996748,0.0645087729557361,-0.09079234610004394,-0.17787363986453686
2011-05-10,981157,135612,337087,413629,252000,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.245999813079834,-0.16473306514655656,161629,2.262460123916083,-201475,-1.3628377321184229,0.03410608612305053,0.10584113780651112,-0.09079234610004394,-0.01507292879886557,-0.17745111426893584
2011-05-17,956074,128391,326543,410713,246115,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.182000160217285,-0.17216031395059378,164598,0.30260192813178727,-198152,0.3386817807955302,0.013399246073553502,0.03904962038449533,-0.01507292879886557,0.03897647626247247,-0.17736105193679352
2011-05-24,915318,122424,314764,397363,240357,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.34499979019165,-0.17153164255482795,157006,-0.7940807929093355,-192340,0.60790273556231,0.0299629931631437,0.04059123306220665,0.03897647626247247,0.07387804710756263,-0.17712251735211873
2011-05-31,919093,118281,284954,384702,254092,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.665999889373779,-0.14210749075447207,130610,-2.883806502221086,-166673,2.804162050784536,0.04132161541905528,0.08420152020533932,0.07387804710756263,0.03536218726211149,-0.17651872180508596
2011-06-07,981615,167095,321255,373605,263909,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.830999851226807,-0.11175053355949124,109696,-2.2755042199211615,-154160,1.3614509086675668,0.03280555407410661,0.17429097983003994,0.03536218726211149,-0.051749121858597036,-0.17587670316816456
2011-06-14,1013660,172034,327871,372067,263907,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.580999851226807,-0.10670244460667284,108160,-0.15647682645436345,-155837,-0.17084091013279137,0.0024214826392273897,0.023114391734429543,-0.051749121858597036,-0.04213050557751685,-0.1753407887085858
2011-06-21,976498,139585,310462,378484,249520,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.388000011444092,-0.1320678588179392,128964,2.052364698222284,-170877,-1.483732217903439,0.033127177533901056,0.11078398478381146,-0.04213050557751685,-0.007064753247094768,-0.17511260957104596
2011-06-28,960530,135374,314772,379488,236853,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.35699987411499,-0.14849614275452094,142635,1.4000028673893854,-179398,-0.8726080340154306,0.02218090310396355,0.018929414012342664,-0.007064753247094768,0.0013771040016128389,-0.1749496710069401
2011-07-05,974776,143127,318652,381014,239285,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.36299991607666,-0.14539648083251946,141729,-0.09432292588466784,-175525,0.40321489177849734,0.006380793778484247,0.025191704256798165,0.0013771040016128389,-0.006875941679634012,-0.17501258382372067
2011-07-12,988230,148230,335433,406267,252141,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.333000183105469,-0.15596166884227355,154126,1.271779362643315,-187203,-1.1980188268894596,0.05788052393045042,0.04524638022755514,-0.006875941679634012,0.04615735075316718,-0.17504815788494993
2011-07-19,980563,138865,318063,383634,246461,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.5329999923706055,-0.13989208240572,137173,-1.715491332989284,-179198,0.810034101373162,0.04493449400487228,0.058510312346803,0.04615735075316718,-0.03595854998585157,-0.17470997526959883
2011-07-26,951287,135418,310399,376460,241874,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.369999885559082,-0.14147780848471597,134586,-0.2638280253283063,-174981,0.4300590579085688,0.019020464667962624,0.02492278221781583,-0.03595854998585157,-0.04919901175769159,-0.17431015024631308
2011-08-02,968004,152262,337176,385221,235548,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.15500020980835,-0.15462022884202958,149673,1.5859567091739926,-184914,-1.0441643794144144,0.024303726506961526,0.08912466951891762,-0.04919901175769159,-0.03874855442605274,-0.1744411155766113
2011-08-09,981087,150953,340381,414733,253624,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.99399995803833,-0.16421479440661227,161109,1.1814000768591866,-189428,-0.4663203871058384,0.07120146867617157,0.009187233124514077,-0.03874855442605274,-0.015523294163997892,-0.17477263946573407
2011-08-16,1000246,154431,344604,426353,264227,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.931999921798706,-0.16208612681280404,162126,0.10366053163480915,-190173,-0.07593618099108437,0.03218019635668568,0.01543178334184977,-0.015523294163997892,0.015513761427280892,-0.1749334032478604
2011-08-23,998590,156715,348803,425580,267011,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.993000030517578,-0.15879289798616048,158569,-0.35561251932024723,-192088,-0.19145290258596384,0.005135787210633693,0.012824469158368249,0.015513761427280892,-0.021036841969503506,-0.17494499041547737
2011-08-30,975210,148415,328110,414786,264957,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.908999919891357,-0.1536376780385763,149829,-0.8752340800528745,-179695,1.241049880331267,0.018901261211958047,0.06084255810293269,-0.021036841969503506,0.007418788555468847,-0.174843890729592
2011-09-06,977952,154491,337508,417854,266051,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.937999963760376,-0.1552254098360656,151803,0.2024179407512228,-183017,-0.3406445791162929,0.006085640549491523,0.031451283437567965,0.007418788555468847,0.010665326485428617,-0.17455773533106453
2011-09-13,952674,143100,326800,433503,283947,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.9800000190734863,-0.15698549556301525,149556,-0.22976587807990576,-183700,-0.06983982853964203,0.04675587148930239,0.04702915513939136,0.010665326485428617,-0.04572862334836736,-0.17417868553845553
2011-09-20,953117,147731,339421,432488,271397,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.79800009727478,-0.16901492681381194,161091,1.210802436090415,-191690,-0.8386919344917568,0.0192716139710322,0.035413998095050414,-0.04572862334836736,0.007635546263216053,-0.17392764805334085
2011-09-27,913905,140306,320891,414034,261037,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.82699990272522,-0.1674101793950137,152997,-0.8492136852033906,-180585,1.1651245335042812,0.04268291779679471,0.056277469281023076,0.007635546263216053,-0.04938591483802779,-0.1733608150457687
2011-10-04,938710,140128,308828,426340,281224,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.638000011444092,-0.1545908747110396,145116,-0.8623434602064766,-168700,1.3004633960860263,0.04592234766042365,0.02726547813148727,-0.04938591483802779,-0.0060472991526637765,-0.17301174843513134
2011-10-11,968457,143987,316081,424200,275772,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.615999937057495,-0.15326235444629963,148428,0.35282462102246703,-172094,-0.36156001320961745,0.010846148131639552,0.024152951302850882,-0.0060472991526637765,-0.017422556652930132,-0.1724145438599097
2011-10-18,996833,150030,318673,427966,276739,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.552999973297119,-0.1517074575179594,151227,0.28901644574823665,-168643,0.3563400336824454,0.006716285537920122,0.018423180564237907,-0.017422556652930132,0.029552496443181253,-0.17201425020212296
2011-10-25,977327,141160,310600,418265,267816,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.6579999923706055,-0.15393926495430904,150449,-0.07804717540450606,-169440,-0.07995321182183977,0.02714548282199915,0.037504427129449264,0.029552496443181253,0.03362490617727021,-0.17172334652085355
2011-11-01,960199,140665,303224,408797,263622,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.7809998989105225,-0.15119261736369233,145175,-0.5396351477038903,-162559,0.7040632255120344,0.02031768882199938,0.01773191045509125,0.03362490617727021,-0.00952129444960148,-0.17153229153009264
2011-11-08,971799,145853,306866,420507,267795,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.744999885559082,-0.1571436068569735,152712,0.7849414548442563,-161013,0.16100829098968028,0.023075626687122805,0.01950437246945677,-0.00952129444960148,-0.09105470016300321,-0.17153808169215987
2011-11-15,996935,167515,346126,425045,268313,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.4040000438690186,-0.15721386048237848,156732,0.41366578891313943,-178611,-1.8108682968391612,0.007292048263667542,0.11860813291773827,-0.09105470016300321,0.00323146822627729,-0.17133168640033014
2011-11-22,991038,177646,348667,419168,264544,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.414999961853028,-0.15602227159806184,154624,-0.21144808839091817,-171021,0.7613334871380782,0.014108279509501076,0.02407692760771632,0.00323146822627729,0.0638359992929125,-0.1710562742839295
2011-11-29,955095,167919,338431,408288,253953,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.632999897003174,-0.1615912553201514,154335,-0.029161343964610845,-170512,0.05136029092729038,0.0324217316656625,0.03942529870642836,0.0638359992929125,-0.04018714907415755,-0.1708191184520439
2011-12-06,943649,167830,334318,403549,254924,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.486999988555908,-0.15750029936978685,148625,-0.597846287542077,-166488,0.4213193451960276,0.008671578029774949,0.008368050853533222,-0.04018714907415755,-0.05965011338386317,-0.17045353052355594
2011-12-13,988215,173431,333803,419552,278499,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.2790000438690186,-0.14273513354887346,141053,-0.8024170003889158,-160372,0.6481223420996578,0.05669786305012098,0.012057551347110012,-0.05965011338386317,-0.04605063155473854,-0.16991639858445062
2011-12-20,994703,177072,334453,416204,280197,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.128000020980835,-0.1367312655134246,136007,-0.5106176287548763,-157381,0.30266692976730775,0.007245825321905052,0.008388641806363326,-0.04605063155473854,-0.005115099845782511,-0.16863920202269414
